Nom Processeur,Prix(€) Processeur,Informations Supplementaires Processeur,Reference url Processeur,Socket,Nom Carte Graphique,Prix(€) Carte Graphique,Informations Supplementaires Carte Graphique,Reference url Carte Graphique,Nom Carte mère,Prix(€) Carte mère,Informations Supplementaires Carte mère,Reference url Carte mère,Slots Carte mère,Go max Carte mère,Nom RAM,Prix(€) RAM,Informations Supplementaires RAM,Reference url RAM,Stockage RAM,Nb_barrettes RAM
AMD Ryzen 9 5950X (3.4 GHz),649.99,Processeur Socket AM4 - 16 coeurs - Cache 72 Mo - Vermeer - Ventirad non inclus,https://www.topachat.com/pages/detail2_cat_est_micro_puis_rubrique_est_wpr_puis_ref_est_in20005856.html,AM4,ASRock Radeon RX 6600 Challenger D OC + The Last of Us Part 1 offert !,229.99,Carte graphique - Avec backplate - Compatible VR,https://www.topachat.com/pages/detail2_cat_est_micro_puis_rubrique_est_wgfx_pcie_puis_ref_est_in20011262.html,ASRock A520M Phantom Gaming 4,89.99,Carte mère mATX - Socket AM4 - Chipset AMD A520 - USB 3.0 - SATA 6 Gb/s - M.2,https://www.topachat.com/pages/detail2_cat_est_micro_puis_rubrique_est_w_cm_am4_puis_ref_est_in20006240.html,4,128,DDR4 Corsair Vengeance LPX Noir - 128 Go (4 x 32 Go) 3600 MHz - CAS 18,498.0,Kit Quad Channel - Mémoire DDR4 optimisée Intel - PC-28800 - Low-Profile,https://www.topachat.com/pages/detail2_cat_est_micro_puis_rubrique_est_wme_ddr4_puis_ref_est_in20000448.html,128,4
