Nom Processeur,Prix(€) Processeur,Informations Supplementaires Processeur,Reference url Processeur,Socket,Nom Carte Graphique,Prix(€) Carte Graphique,Informations Supplementaires Carte Graphique,Reference url Carte Graphique,Nom Carte mère,Prix(€) Carte mère,Informations Supplementaires Carte mère,Reference url Carte mère,Slots Carte mère,Go max Carte mère,Nom RAM,Prix(€) RAM,Informations Supplementaires RAM,Reference url RAM,Stockage RAM,Nb_barrettes RAM
AMD Ryzen 9 5900X (3.7 GHz),439.99,Processeur Socket AM4 - 12 coeurs - Cache 70 Mo - Vermeer - Ventirad non inclus,https://www.topachat.com/pages/detail2_cat_est_micro_puis_rubrique_est_wpr_puis_ref_est_in20005855.html,AM4,Asus GeForce GT 1030 SL-2G-BRK,109.99,Carte graphique overclockée - Refroidissement passif,https://www.topachat.com/pages/detail2_cat_est_micro_puis_rubrique_est_wgfx_pcie_puis_ref_est_in10104692.html,ASRock A520M Phantom Gaming 4,89.99,Carte mère mATX - Socket AM4 - Chipset AMD A520 - USB 3.0 - SATA 6 Gb/s - M.2,https://www.topachat.com/pages/detail2_cat_est_micro_puis_rubrique_est_w_cm_am4_puis_ref_est_in20006240.html,4,128,DDR4 Corsair Dominator Platinum RGB - 32 Go (4 x 8 Go) 3200 MHz - CAS 16,213.4,Kit Quad Channel - Mémoire DDR4 optimisée Intel et AMD - PC-25600 - LED RGB,https://www.topachat.com/pages/detail2_cat_est_micro_puis_rubrique_est_wme_ddr4_puis_ref_est_in20009341.html,32,4
