ref,Chargescomprises:,Classeénergie:,Codepostal:,GES:,Loyermensuel:,Meublé/Nonmeublé:,Pièces:,Référence:,Surface:,Typedebien:,Ville:,ref
697254509,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),545.0,Non meublé,3,ofw-12821-36084-g,60 m,Appartement,Rennes,697254509
696877421,,B (de 51 &agrave; 90),35000,B (de 6 &agrave; 10),300.0,Meublé,3,,55 m,Appartement,Rennes,696877421
679616452,Oui,,35000,,446.0,Non meublé,1,ges20820082,22 m,Appartement,Rennes,679616452
688549373,,B (de 51 &agrave; 90),35000,B (de 6 &agrave; 10),490.0,Non meublé,1,,31 m,Appartement,Rennes,688549373
679617145,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),580.0,Non meublé,2,fl0439821,48 m,Appartement,Rennes,679617145
697159585,Oui,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),630.0,Non meublé,3,25885_10247532,69 m,Appartement,Rennes,697159585
697159576,Oui,,35000,,560.0,Non meublé,2,2947_10249927,42 m,Appartement,Rennes,697159576
696977705,Oui,D (de 151 &agrave; 230),35000,,650.0,,2,g00269056,47 m,Appartement,Rennes,696977705
696868173,,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),660.0,Non meublé,2,,54 m,Appartement,Rennes,696868173
696971728,Oui,E (de 231 &agrave; 330),35000,,445.0,,1,g00161885,30 m,Appartement,Rennes,696971728
661025119,Oui,E (de 231 &agrave; 330),35000,,1400.0,Non meublé,4,mb0257-11,94 m,Appartement,Rennes,661025119
696977704,Oui,E (de 231 &agrave; 330),35000,,510.0,,1,g00269057,30 m,Appartement,Rennes,696977704
679326472,Oui,,35000,,610.0,,2,g00361048,47 m,Appartement,Rennes,679326472
696977702,Oui,D (de 151 &agrave; 230),35000,,445.0,,1,g00163080,33 m,Appartement,Rennes,696977702
697064029,Oui,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),633.0,Non meublé,2,g1508,54 m,Appartement,Rennes,697064029
696924578,Oui,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),690.0,Non meublé,3,14069,66 m,Appartement,Rennes,696924578
679495059,Oui,C (de 91 &agrave; 150),35000,B (de 6 &agrave; 10),700.0,,3,sc69-34,69 m,Appartement,Rennes,679495059
696769866,,C (de 91 &agrave; 150),35000,B (de 6 &agrave; 10),1250.0,Non meublé,6,,110 m,Appartement,Rennes,696769866
679279547,Oui,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),520.0,Non meublé,2,fl0438428,45 m,Appartement,Rennes,679279547
679280327,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),511.0,,2,ofw-15431-35924-d,36 m,Appartement,Rennes,679280327
696687960,,E (de 231 &agrave; 330),35000,E (de 36 &agrave; 55),450.0,Meublé,1,,40 m,Appartement,Rennes,696687960
696611679,,E (de 231 &agrave; 330),35000,D (de 21 &agrave; 35),460.0,Non meublé,2,,30 m,Appartement,Rennes,696611679
696610072,,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),560.0,Non meublé,4,,65 m,Appartement,Rennes,696610072
696795863,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),497.0,Non meublé,2,60104_5643724,40 m,Appartement,Rennes,696795863
696741204,Oui,C (de 91 &agrave; 150),35000,,699.0,,3,1073,67 m,Appartement,Rennes,696741204
696532063,Non,F (de 331 &agrave; 450),35000,G (de 81 &agrave; 110),560.0,Meublé,3,roussin,55 m,Appartement,Rennes,696532063
660638260,Oui,B (de 51 &agrave; 90),35000,C (de 11 &agrave; 20),695.0,Non meublé,3,g1814sb,62 m,Appartement,Rennes,660638260
639986906,Oui,E (de 231 &agrave; 330),35000,,725.0,,3,ges12960001-227,75 m,Appartement,Rennes,639986906
696512007,,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),890.0,Non meublé,4,,76 m,Appartement,Rennes,696512007
696508291,,G (de 451 &agrave; 590),35000,D (de 21 &agrave; 35),360.0,Non meublé,1,,19 m,Appartement,Rennes,696508291
679250031,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),576.0,Non meublé,3,7826,53 m,Appartement,Rennes,679250031
679045360,,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),696.0,,3,10873,75 m,Appartement,Rennes,679045360
696473925,,G (de 451 &agrave; 590),35000,G (de 81 &agrave; 110),700.0,Meublé,3,,65 m,Appartement,Rennes,696473925
246418408,Oui,C (de 91 &agrave; 150),35000,,496.0,Non meublé,2,hg60483,50 m,Appartement,Rennes,246418408
660603636,Oui,D (de 151 &agrave; 230),35000,,815.0,,3,lapp40565,67 m,Appartement,Rennes,660603636
660455460,Oui,C (de 91 &agrave; 150),35000,,750.0,Non meublé,3,1650-allva,63 m,Appartement,Rennes,660455460
696624061,Oui,E (de 231 &agrave; 330),35000,G (de 81 &agrave; 110),650.0,Non meublé,2,11515,54 m,Appartement,Rennes,696624061
660451280,Oui,,35000,,340.0,,1,g00163355,12 m,Appartement,Rennes,660451280
696652619,Oui,D (de 151 &agrave; 230),35000,,850.0,Non meublé,,t5jl,,Appartement,Rennes,696652619
696390292,,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),495.0,Non meublé,2,,41 m,Appartement,Rennes,696390292
696351593,,D (de 151 &agrave; 230),35000,F (de 56 &agrave; 80),630.0,Non meublé,3,,57 m,Appartement,Rennes,696351593
696307509,Non,D (de 151 &agrave; 230),35000,,511.0,Non meublé,2,,45 m,Appartement,Rennes,696307509
696227862,Oui,C (de 91 &agrave; 150),35000,,980.0,Non meublé,4,,72 m,Appartement,Rennes,696227862
696222787,Oui,E (de 231 &agrave; 330),35000,,1060.0,Non meublé,5,,88 m,Appartement,Rennes,696222787
696216782,Oui,D (de 151 &agrave; 230),35000,,1393.0,Non meublé,5,,108 m,Appartement,Rennes,696216782
696212017,,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),340.0,Non meublé,1,,12 m,Appartement,Rennes,696212017
696211834,Oui,E (de 231 &agrave; 330),35000,,1750.0,Non meublé,6,,132 m,Appartement,Rennes,696211834
696202204,Oui,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),603.0,,2,003-2646,45 m,Appartement,Rennes,696202204
696175784,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),780.0,Non meublé,4,ofw-17489-54407-a,75 m,Appartement,Rennes,696175784
696079170,Oui,B (de 51 &agrave; 90),35000,B (de 6 &agrave; 10),743.0,Non meublé,3,ofw-13801-13580-c,65 m,Appartement,Rennes,696079170
696151202,Oui,F (de 331 &agrave; 450),35000,,370.0,Non meublé,1,dug-401,17 m,Appartement,Rennes,696151202
695998442,,,35000,,590.0,Non meublé,3,,61 m,Appartement,Rennes,695998442
695970162,,B (de 51 &agrave; 90),35000,D (de 21 &agrave; 35),635.0,Non meublé,3,,60 m,Appartement,Rennes,695970162
695995077,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),470.0,Non meublé,1,15902,35 m,Appartement,Rennes,695995077
695902991,,Vierge,35000,Vierge,530.0,Non meublé,2,,30 m,Appartement,Rennes,695902991
678413032,Oui,C (de 91 &agrave; 150),35000,,655.0,Non meublé,3,62539,63 m,Appartement,Rennes,678413032
643505796,,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),680.0,Meublé,3,,32 m,Appartement,Rennes,643505796
695815065,Oui,E (de 231 &agrave; 330),35000,E (de 36 &agrave; 55),570.0,Non meublé,2,papu,42 m,Appartement,Rennes,695815065
695810260,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),465.0,Non meublé,2,pinault,31 m,Appartement,Rennes,695810260
659598386,Oui,E (de 231 &agrave; 330),35000,,594.0,Non meublé,2,60552,40 m,Appartement,Rennes,659598386
614091914,Oui,C (de 91 &agrave; 150),35000,C (de 11 &agrave; 20),864.0,Non meublé,4,ges20580189,78 m,Appartement,Rennes,614091914
678395227,Oui,E (de 231 &agrave; 330),35000,,574.0,Non meublé,3,caya,60 m,Appartement,Rennes,678395227
695930668,Oui,D (de 151 &agrave; 230),35000,C (de 11 &agrave; 20),790.0,,3,6492l,68 m,Appartement,Rennes,695930668
695994600,Oui,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),920.0,Non meublé,4,30714,83 m,Appartement,Rennes,695994600
696037144,Oui,E (de 231 &agrave; 330),35000,,541.0,Non meublé,2,l1602sprenlgi,40 m,Appartement,Rennes,696037144
695730848,Oui,,35000,,705.0,Non meublé,3,62268,70 m,Appartement,Rennes,695730848
678410746,Oui,E (de 231 &agrave; 330),35000,,620.0,Non meublé,3,caya,60 m,Appartement,Rennes,678410746
690038475,,,35000,,380.0,Non meublé,1,,20 m,Appartement,Rennes,690038475
695773065,Oui,,35000,,540.0,Non meublé,1,matr,500 m,Appartement,Rennes,695773065
695723613,Oui,,35000,,790.0,Non meublé,4,62100,80 m,Appartement,Rennes,695723613
674469931,,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),780.0,Non meublé,4,,80 m,Appartement,Rennes,674469931
695638002,,D (de 151 &agrave; 230),35000,Vierge,630.0,Non meublé,2,,45 m,Appartement,Rennes,695638002
695528359,,C (de 91 &agrave; 150),35000,A (moins de 5),765.0,Non meublé,4,,80 m,Appartement,Rennes,695528359
695487576,,D (de 151 &agrave; 230),35000,,585.0,Non meublé,2,,35 m,Appartement,Rennes,695487576
695384930,,Vierge,35000,Vierge,498.0,Non meublé,2,,35 m,Appartement,Rennes,695384930
695599105,Oui,E (de 231 &agrave; 330),35000,,593.0,,3,3835,50 m,Appartement,Rennes,695599105
555564696,Oui,D (de 151 &agrave; 230),35000,,760.0,,4,g00163363,67 m,Appartement,Rennes,555564696
695599108,Oui,D (de 151 &agrave; 230),35000,,454.0,,1,3258,36 m,Appartement,Rennes,695599108
695347320,,B (de 51 &agrave; 90),35000,B (de 6 &agrave; 10),500.0,Non meublé,1,,35 m,Appartement,Rennes,695347320
695298066,,E (de 231 &agrave; 330),35000,G (de 81 &agrave; 110),250.0,,1,,10 m,Appartement,Rennes,695298066
638031597,Oui,,35000,,290.0,Non meublé,,,20 m,Appartement,Rennes,638031597
695177568,,,35000,,500.0,Non meublé,2,,32 m,Appartement,Rennes,695177568
672839535,,,35000,,695.0,Non meublé,2,,60 m,Appartement,Rennes,672839535
636037301,Oui,F (de 331 &agrave; 450),35000,G (de 81 &agrave; 110),524.0,Non meublé,2,fl0421604,35 m,Appartement,Rennes,636037301
695065029,,,35000,,550.0,Meublé,,,30 m,Appartement,Rennes,695065029
677646536,Oui,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),630.0,,3,mb0313-13,55 m,Appartement,Rennes,677646536
677455968,Oui,E (de 231 &agrave; 330),35000,E (de 36 &agrave; 55),770.0,Non meublé,3,mb0316-13,61 m,Appartement,Rennes,677455968
677366438,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),416.0,,1,6727,30 m,Appartement,Rennes,677366438
694928516,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),640.0,Non meublé,3,g1964cs,60 m,Appartement,Rennes,694928516
638001489,Oui,,35000,,298.0,Non meublé,,,18 m,Appartement,Rennes,638001489
677400078,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),558.0,Non meublé,3,7643,52 m,Appartement,Rennes,677400078
694928520,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),310.0,Non meublé,1,g2086-01cs,14 m,Appartement,Rennes,694928520
694730465,,,35000,,780.0,Non meublé,4,,78 m,Appartement,Rennes,694730465
694928529,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),420.0,Non meublé,1,g404cs,23 m,Appartement,Rennes,694928529
677195745,Oui,,35000,,495.0,,2,13024dq,35 m,Appartement,Rennes,677195745
694811331,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),490.0,Non meublé,2,g1811am,47 m,Appartement,Rennes,694811331
677223405,Oui,B (de 51 &agrave; 90),35000,,1290.0,Non meublé,4,36,100 m,Appartement,Rennes,677223405
677297968,Oui,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),575.0,Non meublé,2,hg3669,34 m,Appartement,Rennes,677297968
694882807,Oui,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),700.0,Non meublé,3,30676,65 m,Appartement,Rennes,694882807
694667974,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),538.0,Non meublé,2,4311,65 m,Appartement,Rennes,694667974
666655588,,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),320.0,Meublé,1,,10 m,Appartement,Rennes,666655588
600400961,Oui,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),550.0,,3,003-3162,58 m,Appartement,Rennes,600400961
694445240,,,35000,,420.0,,,,35 m,Appartement,Rennes,694445240
676922868,Oui,D (de 151 &agrave; 230),35000,,730.0,Non meublé,3,45,64 m,Appartement,Rennes,676922868
694409380,,,35000,,455.0,Non meublé,2,,30 m,Appartement,Rennes,694409380
665870055,Oui,,35000,,600.0,,3,003-961,63 m,Appartement,Rennes,665870055
639035877,Oui,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),480.0,,1,60962,33 m,Appartement,Rennes,639035877
676782862,Oui,,35000,,714.0,,2,60041,65 m,Appartement,Rennes,676782862
694300455,Oui,B (de 51 &agrave; 90),35000,B (de 6 &agrave; 10),743.0,Non meublé,3,sc2006-41,64 m,Appartement,Rennes,694300455
657756510,Oui,F (de 331 &agrave; 450),35000,F (de 56 &agrave; 80),505.0,Non meublé,2,ges00130010,40 m,Appartement,Rennes,657756510
694245753,Oui,A (moins de 50),35000,C (de 11 &agrave; 20),680.0,,3,5741,63 m,Appartement,Rennes,694245753
637152210,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),390.0,Non meublé,2,fl0425602,15 m,Appartement,Rennes,637152210
694105953,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),1090.0,Non meublé,5,140/1256,96 m,Appartement,Rennes,694105953
676640382,Oui,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),623.0,,2,ofw-9290-4566-j,45 m,Appartement,Rennes,676640382
526624628,Oui,G (de 451 &agrave; 590),35000,,663.0,,3,ges22630002,79 m,Appartement,Rennes,526624628
694241883,Oui,D (de 151 &agrave; 230),35000,,512.0,,2,955,42 m,Appartement,Rennes,694241883
694066181,Oui,C (de 91 &agrave; 150),35000,E (de 36 &agrave; 55),760.0,Non meublé,5,10698,77 m,Appartement,Rennes,694066181
694081500,Oui,E (de 231 &agrave; 330),35000,E (de 36 &agrave; 55),510.0,Non meublé,2,ofw-17481-53526-b,46 m,Appartement,Rennes,694081500
694245762,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),700.0,,3,6229,58 m,Appartement,Rennes,694245762
636899553,Oui,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),460.0,Non meublé,1,ft-1075,30 m,Appartement,Rennes,636899553
676440645,Oui,D (de 151 &agrave; 230),35000,,1560.0,Non meublé,5,g00361276,129 m,Appartement,Rennes,676440645
694066200,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),489.0,Non meublé,2,12618,21 m,Appartement,Rennes,694066200
676433887,Oui,,35000,,464.0,,2,g00360962,33 m,Appartement,Rennes,676433887
636813736,Oui,E (de 231 &agrave; 330),35000,,607.0,,2,ges00040007-227,63 m,Appartement,Rennes,636813736
636986564,Oui,D (de 151 &agrave; 230),35000,C (de 11 &agrave; 20),326.0,Non meublé,1,ft941,13 m,Appartement,Rennes,636986564
676514056,Oui,A (moins de 50),35000,B (de 6 &agrave; 10),1596.0,,4,ofw-17297-11639-a,106 m,Appartement,Rennes,676514056
636813476,Oui,E (de 231 &agrave; 330),35000,,602.0,,2,ges11010139-227,47 m,Appartement,Rennes,636813476
693949076,Oui,G (de 451 &agrave; 590),35000,D (de 21 &agrave; 35),510.0,Non meublé,2,sc70-14,37 m,Appartement,Rennes,693949076
676640387,Oui,C (de 91 &agrave; 150),35000,A (moins de 5),1177.0,,4,ofw-15820-11639-b,77 m,Appartement,Rennes,676640387
694233736,,,35000,,503.0,,2,250395,25 m,Appartement,Rennes,694233736
693928429,Oui,D (de 151 &agrave; 230),35000,G (de 81 &agrave; 110),580.0,Non meublé,2,25860_10239666,48 m,Appartement,Rennes,693928429
676252067,Oui,B (de 51 &agrave; 90),35000,D (de 21 &agrave; 35),925.0,,4,6153,88 m,Appartement,Rennes,676252067
693815677,Non,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),600.0,Non meublé,2,loc49,51 m,Appartement,Rennes,693815677
657162620,Oui,D (de 151 &agrave; 230),35000,,508.0,,2,g00360426,48 m,Appartement,Rennes,657162620
657163926,Oui,,35000,,810.0,,3,hg60700,73 m,Appartement,Rennes,657163926
676325243,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),548.0,Non meublé,2,24685_1034232,37 m,Appartement,Rennes,676325243
693683574,Oui,C (de 91 &agrave; 150),35000,A (moins de 5),720.0,Non meublé,3,16,67 m,Appartement,Rennes,693683574
693677940,Non,D (de 151 &agrave; 230),35000,,595.0,Non meublé,2,68,53 m,Appartement,Rennes,693677940
657162721,Oui,D (de 151 &agrave; 230),35000,,635.0,,3,g00361099,55 m,Appartement,Rennes,657162721
693656188,Oui,D (de 151 &agrave; 230),35000,G (de 81 &agrave; 110),600.0,Non meublé,3,73,57 m,Appartement,Rennes,693656188
669760701,Oui,B (de 51 &agrave; 90),35000,C (de 11 &agrave; 20),740.0,Meublé,2,113,41 m,Appartement,Rennes,669760701
693710946,Oui,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),603.0,Non meublé,2,12680v,51 m,Appartement,Rennes,693710946
675966890,Oui,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),580.0,,3,l6272,65 m,Appartement,Rennes,675966890
693635897,Oui,D (de 151 &agrave; 230),35000,,628.0,,3,13.08-2947-4682-t,62 m,Appartement,Rennes,693635897
693637311,Oui,C (de 91 &agrave; 150),35000,,700.0,,4,13.08-6405-14469-m,70 m,Appartement,Rennes,693637311
693640890,Oui,B (de 51 &agrave; 90),35000,,670.0,,3,g00163790,60 m,Appartement,Rennes,693640890
693639679,Oui,B (de 51 &agrave; 90),35000,,980.0,,5,13.08-15748-10842-c,105 m,Appartement,Rennes,693639679
676170525,Oui,D (de 151 &agrave; 230),35000,,710.0,,3,g00361237,65 m,Appartement,Rennes,676170525
693723739,Oui,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),710.0,Non meublé,3,019-2891,78 m,Appartement,Rennes,693723739
552558591,Oui,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),540.0,Non meublé,2,g1010cs,48 m,Appartement,Rennes,552558591
693590845,,A (moins de 50),35000,C (de 11 &agrave; 20),655.0,Non meublé,3,,65 m,Appartement,Rennes,693590845
693554642,Oui,E (de 231 &agrave; 330),35000,B (de 6 &agrave; 10),650.0,Non meublé,2,6221,41 m,Appartement,Rennes,693554642
693554620,Oui,E (de 231 &agrave; 330),35000,B (de 6 &agrave; 10),510.0,,2,5528,39 m,Appartement,Rennes,693554620
693469642,Oui,D (de 151 &agrave; 230),35000,,537.0,Non meublé,1,33,38 m,Appartement,Rennes,693469642
693468899,Non,B (de 51 &agrave; 90),35000,D (de 21 &agrave; 35),470.0,Non meublé,1,9,27 m,Appartement,Rennes,693468899
693467809,Non,D (de 151 &agrave; 230),35000,C (de 11 &agrave; 20),500.0,Non meublé,2,15,39 m,Appartement,Rennes,693467809
569413402,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),610.0,Non meublé,2,g1095cs,54 m,Appartement,Rennes,569413402
675785919,Oui,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),722.0,Non meublé,4,ofw-17271-53419-g,66 m,Appartement,Rennes,675785919
693407574,,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),440.0,Non meublé,2,,44 m,Appartement,Rennes,693407574
693394161,,F (de 331 &agrave; 450),35000,G (de 81 &agrave; 110),950.0,Non meublé,4,,78 m,Appartement,Rennes,693394161
693554622,Oui,B (de 51 &agrave; 90),35000,C (de 11 &agrave; 20),460.0,,1,5845,31 m,Appartement,Rennes,693554622
693350968,,B (de 51 &agrave; 90),35000,A (moins de 5),320.0,Non meublé,,,9 m,Appartement,Rennes,693350968
636037196,Oui,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),442.0,Non meublé,1,fl0424012,27 m,Appartement,Rennes,636037196
675732822,Oui,,35000,,495.0,Non meublé,1,l201,35 m,Appartement,Rennes,675732822
693283973,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),560.0,Non meublé,3,l4273,,Appartement,Rennes,693283973
636037169,Oui,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),608.0,Non meublé,2,fl0417648,55 m,Appartement,Rennes,636037169
675875421,Oui,,35000,,526.0,Non meublé,2,7775,32 m,Appartement,Rennes,675875421
693300735,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),480.0,,2,g00164202,36 m,Appartement,Rennes,693300735
693277643,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),550.0,Non meublé,2,ofw-13003-6151-i,37 m,Appartement,Rennes,693277643
693086046,,,35000,,700.0,Non meublé,3,,50 m,Appartement,Rennes,693086046
693197175,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),542.0,Non meublé,2,1468v,44 m,Appartement,Rennes,693197175
693145069,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),450.0,Non meublé,1,ofw-16642-51371-c,27 m,Appartement,Rennes,693145069
551745800,Oui,F (de 331 &agrave; 450),35000,G (de 81 &agrave; 110),560.0,Non meublé,3,g1293cs,53 m,Appartement,Rennes,551745800
656217438,Oui,C (de 91 &agrave; 150),35000,,486.0,,1,g00163407,28 m,Appartement,Rennes,656217438
692814711,,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),340.0,Meublé,3,,20 m,Appartement,Rennes,692814711
692612056,,,35000,C (de 11 &agrave; 20),30.0,Meublé,2,,20 m,Appartement,Rennes,692612056
385714534,Oui,D (de 151 &agrave; 230),35000,,715.0,Non meublé,4,0705-t4,76 m,Appartement,Rennes,385714534
675019603,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),720.0,Non meublé,3,l1168sl,60 m,Appartement,Rennes,675019603
656156393,Oui,C (de 91 &agrave; 150),35000,E (de 36 &agrave; 55),400.0,Non meublé,1,60059_6511111,35 m,Appartement,Rennes,656156393
692517655,Oui,,35000,,560.0,Non meublé,2,039.14,50 m,Appartement,Rennes,692517655
692472089,,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),302.0,Meublé,4,,60 m,Appartement,Rennes,692472089
634868942,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),591.0,Non meublé,3,a303vh,55 m,Appartement,Rennes,634868942
674938020,Oui,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),550.0,,2,6298,45 m,Appartement,Rennes,674938020
692204836,Oui,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),728.0,Non meublé,3,sc2005-11,62 m,Appartement,Rennes,692204836
674938028,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),576.0,Non meublé,2,6935,47 m,Appartement,Rennes,674938028
692129489,Oui,C (de 91 &agrave; 150),35000,A (moins de 5),700.0,Non meublé,4,ofw-6405-14469-o,70 m,Appartement,Rennes,692129489
692103525,Non,G (de 451 &agrave; 590),35000,,400.0,Non meublé,2,CreB,47 m,Appartement,Rennes,692103525
692073558,,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),586.0,Non meublé,3,,55 m,Appartement,Rennes,692073558
692052799,Oui,E (de 231 &agrave; 330),35000,,387.0,Non meublé,1,61105,22 m,Appartement,Rennes,692052799
674677810,Oui,F (de 331 &agrave; 450),35000,,565.0,Non meublé,3,ges20190020,48 m,Appartement,Rennes,674677810
692039415,,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),450.0,Meublé,,,25 m,Appartement,Rennes,692039415
692038801,,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),595.0,Non meublé,4,,76 m,Appartement,Rennes,692038801
691962614,,E (de 231 &agrave; 330),35000,E (de 36 &agrave; 55),310.0,Non meublé,1,,25 m,Appartement,Rennes,691962614
243977440,Oui,D (de 151 &agrave; 230),35000,,510.0,Non meublé,2,360,50 m,Appartement,Rennes,243977440
691948943,,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),275.0,Non meublé,1,,10 m,Appartement,Rennes,691948943
674437261,Oui,D (de 151 &agrave; 230),35000,,700.0,Non meublé,3,ges10330001-227,59 m,Appartement,Rennes,674437261
654964196,Oui,F (de 331 &agrave; 450),35000,,415.0,Non meublé,1,3789_9824772,35 m,Appartement,Rennes,654964196
654964198,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),555.0,,2,3870_9824766,42 m,Appartement,Rennes,654964198
692014596,Oui,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),469.0,Non meublé,1,12817,34 m,Appartement,Rennes,692014596
691802004,,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),365.0,Non meublé,1,,18 m,Appartement,Rennes,691802004
691790065,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),565.0,Non meublé,3,acot3breq,70 m,Appartement,Rennes,691790065
674262719,Oui,F (de 331 &agrave; 450),35000,G (de 81 &agrave; 110),430.0,Non meublé,1,9444,24 m,Appartement,Rennes,674262719
691724445,,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),570.0,Non meublé,2,,42 m,Appartement,Rennes,691724445
674300269,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),927.0,,5,7743,97 m,Appartement,Rennes,674300269
691695916,,D (de 151 &agrave; 230),35000,C (de 11 &agrave; 20),550.0,Non meublé,2,,40 m,Appartement,Rennes,691695916
691769454,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),523.0,Non meublé,2,g8014,42 m,Appartement,Rennes,691769454
691688067,Oui,Vierge,35000,,670.0,Non meublé,4,575v,73 m,Appartement,Rennes,691688067
691626299,Oui,E (de 231 &agrave; 330),35000,,820.0,,3,g00266582,62 m,Appartement,Rennes,691626299
691624421,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),442.0,Non meublé,2,ge317,37 m,Appartement,Rennes,691624421
654566563,Oui,F (de 331 &agrave; 450),35000,G (de 81 &agrave; 110),432.0,,2,129_12949,24 m,Appartement,Rennes,654566563
691593273,,B (de 51 &agrave; 90),35000,,390.0,,2,,25 m,Appartement,Rennes,691593273
691624389,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),370.0,Non meublé,1,ge282,,Appartement,Rennes,691624389
691906034,Oui,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),696.0,Non meublé,4,fl0443471,72 m,Appartement,Rennes,691906034
691556887,Oui,,35000,,727.0,Non meublé,3,12761,62 m,Appartement,Rennes,691556887
654318846,Oui,C (de 91 &agrave; 150),35000,,380.0,Non meublé,1,61825,17 m,Appartement,Rennes,654318846
691526167,Oui,D (de 151 &agrave; 230),35000,A (moins de 5),365.0,,1,6424,22 m,Appartement,Rennes,691526167
691526160,Oui,B (de 51 &agrave; 90),35000,C (de 11 &agrave; 20),550.0,,2,6005,39 m,Appartement,Rennes,691526160
691412376,,E (de 231 &agrave; 330),35000,D (de 21 &agrave; 35),690.0,Meublé,2,,42 m,Appartement,Rennes,691412376
